Video link,Primary Tag,Secondary Tag,Description
https://www.youtube.com/watch?v=iNA0HvT6oio,inaudible,Different Language,"korean cooking video, not understandable what they are saying"
https://www.youtube.com/watch?v=NsHiu_FxcE4,inaudible,Different Language,korean music video
https://www.youtube.com/watch?v=Qyf5basTo4g,irrelevant,Food and Cooking,hershey's and s'mores ad
https://www.youtube.com/watch?v=YqQ-yEvrj5A,irrelevant,Food and Cooking,"cheer up, fizzy drink"
https://www.youtube.com/watch?v=13lx_jABPTs,irrelevant,Business & Entrepreneurship,consumer electonics business
https://www.youtube.com/watch?v=FCIQuntbdIE,inappropriate,Scariness,"blood, strangling, shooting, physical closeness, attraction"
https://www.youtube.com/watch?v=wnpNJTYI2kQ,inaudible,Different Language,korean music video
https://www.youtube.com/watch?v=QQrL-dvevKM,irrelevant,Personal Care & Beauty,dove shampoo ad
https://www.youtube.com/watch?v=rg2aZV7UmEY,irrelevant,Software,app to make payments
https://www.youtube.com/watch?v=jTudg6Qu0fY,inappropriate,Physical Violence,"violence,scary creatures, and weapons tho animated"
https://www.youtube.com/watch?v=2b7-nkM6liA,irrelevant,Business & Entrepreneurship,business conference to expand bulk business
https://www.youtube.com/watch?v=t2BlBoFoK8w,child directed,Storytelling,"birds story, animated"
https://www.youtube.com/watch?v=HQRv8ppYxos,irrelevant,Home and Office,dish washing liquid
https://www.youtube.com/watch?v=_BIWMIqBbrw,irrelevant,Tech & Gadgets,online platform to buy mobile phones
https://www.youtube.com/watch?v=ucE5VXW51tQ,inaudible,Different Language,"travel vlog, in some indian language, not understandable"
https://www.youtube.com/watch?v=Vbwrsqdoy4k,inappropriate,Scariness,boxing and fire
https://www.youtube.com/watch?v=G2iD4yzE92Q,irrelevant,Home and Office,protected from environmental changes circuit board
https://www.youtube.com/watch?v=-VLuAbSwfvw,inappropriate,Scariness,creepy character violent video game
https://www.youtube.com/watch?v=EgVdeVvQ8yk,inaudible,Different Language,"different language video, probably a poem being recited"
https://www.youtube.com/watch?v=EwfdED4AQ0Q,inappropriate,Offensive language,"words such as 'nigga', 'bitch', and others in a song"
https://www.youtube.com/watch?v=XmCHxT4nAmc,irrelevant,Machinery,LED lights across everywhere
https://www.youtube.com/watch?v=6geRw7v--YY,inappropriate,Adult Suggestive Content,"physical and non physcial attraction, closeness, relationships"
https://www.youtube.com/watch?v=pzcoQLnQ5o0,inappropriate,Inappropriate Clothing,"sheesha, inappropriate clothing of women, closeness between men and women, as well as 2 women"
https://www.youtube.com/watch?v=BilSQFcLOiI,irrelevant,Fitness & Exercise,complete workout video
https://www.youtube.com/watch?v=MjZkmUrqdHY,inappropriate,Physical Violence,"violence,scary creatures, and weapons tho animated"
https://www.youtube.com/watch?v=7H7daeeZ_bo,inaudible,Different Language,korean music video
https://www.youtube.com/watch?v=Ucog1ghGMUM,irrelevant,Machinery,carbon steel
https://www.youtube.com/watch?v=Yok83qF0ACQ,irrelevant,Home and Office,kitchen hood
https://www.youtube.com/watch?v=UUxJlzEVicI,irrelevant,Software,tool for linkedin + emails
https://www.youtube.com/watch?v=c7kUBqwvuQg,irrelevant,Software,tool for linkedin + emails
https://www.youtube.com/watch?v=oP70SLOh5Ow,inaudible,Different Language,korean songs playlist
https://www.youtube.com/watch?v=3OgB6UCIh9E,irrelevant,Personal Care & Beauty,toothpaste ad
https://www.youtube.com/watch?v=cLthAiz_PnQ,inappropriate,Scariness,"horror movie trailer, scary themed, dark, creepy music, scary clips, extremely scary trailer, blood, witch, scary human faces"
https://www.youtube.com/watch?v=ciOU_smZnqA,child directed,Educational Content,adapted mind intro for kids learning
https://www.youtube.com/watch?v=P4BYDo8b6qM,irrelevant,Education & Learning,university ad
https://www.youtube.com/watch?v=QbdcZ3_DYdw,irrelevant,Home and Office,clothes washing powder ad
https://www.youtube.com/watch?v=YgIU77KJoXo,irrelevant,Finance & Legal,Health insurance in Germany
https://www.youtube.com/watch?v=_5isL4u4kTo,inappropriate,Adult Suggestive Content,"physical and non physcial attraction, closeness"
https://www.youtube.com/watch?v=CMq7MiwVUBk,irrelevant,Autos & Vehicles,toyota racing car
https://www.youtube.com/watch?v=3ND6-hruxek,irrelevant,Health and Wellness,medicine for chronic hepatitis C
https://www.youtube.com/watch?v=DDL5qspSBgQ,inappropriate,Offensive language,"slang words such as 'shit', 'nigga', and others"
https://www.youtube.com/watch?v=S8d_ntH7OSo,irrelevant,Personal Care & Beauty,facewash ad
https://www.youtube.com/watch?v=rEgOwG3aKNc,inappropriate,Display of weapons,display of gun being pointed to a person
https://www.youtube.com/watch?v=4lfREv23G4w,inappropriate,Physical Violence,video game with display of violence
https://www.youtube.com/watch?v=b4Ns3_eeQeY,irrelevant,Nature & Environment,tortoise under water
https://www.youtube.com/watch?v=xqMha_x6U_s,irrelevant,Home and Office,mosquito killing spray
https://www.youtube.com/watch?v=xQOBkMe5uOk,inappropriate,Offensive language,"smoking, inappropraite words such as 'fuck' and 'bitch'"
https://www.youtube.com/watch?v=IJZUvLg510o,excluded,,religious content
https://www.youtube.com/watch?v=HxLVoQM98xE,irrelevant,Music & Performance,freestyle type beat
https://www.youtube.com/watch?v=-NuLd37PJ0g,irrelevant,Tech & Gadgets,home internet
https://www.youtube.com/watch?v=h2kqeFzUmk4,irrelevant,Food and Cooking,McDonald's burger ad
https://www.youtube.com/watch?v=LsU9wuqg8wQ,irrelevant,Personal Care & Beauty,benefits of aloe vera gel for skin and hair
https://www.youtube.com/watch?v=yIX1Goa70K4,inappropriate,Offensive language,"bitch','nigga' and other inappropriate words in a song"
https://www.youtube.com/watch?v=ewBAfUWPFU4,irrelevant,Finance & Legal,financial advisory
https://www.youtube.com/watch?v=zTcvKQLVL_Q,irrelevant,Home and Office,furniture for home
https://www.youtube.com/watch?v=ftywoDPCyho,inappropriate,Adult Suggestive Content,"drinking, attraction, physical closeness, relationships"
https://www.youtube.com/watch?v=hkeAZyhRvNM,irrelevant,Music & Performance,music video
https://www.youtube.com/watch?v=GaVOy8JPWII,irrelevant,Music & Performance,punjabi music video
https://www.youtube.com/watch?v=MbjCu5cYIvA,irrelevant,Music & Performance,music video
https://www.youtube.com/watch?v=sYIZad3yLdk,inappropriate,Physical Violence,"violence,scary creatures, and weapons tho animated"
https://www.youtube.com/watch?v=mLvsZAlbmIs,irrelevant,Software,paint software
https://www.youtube.com/watch?v=Od5zyGTKJos,inappropriate,Inappropriate Clothing,"woman dressed in inappropriate, revealing clothes"
